ab    -1	1	ba    -1	-1
t_a	10.1	t_b	10.9	k_1	0.12	k_2	0.13	k_3	0.09	k_4	0.11	alpha	10.1
初始值:	0
A:
0.00568797	0.00315077	0.00568797	0.00315077	0.00568797	0.00315077	0.00568796	0.00315078	0.00568804	0.00315071	0.00568689	0.00315226	0.00570505	0.00312069	0.00538577	0.00371286	0.0027187	0.00600653	0.00323094	0.00557394	
0.00315077	0.00568797	0.00315077	0.00568797	0.00315077	0.00568797	0.00315077	0.00568794	0.00315079	0.00568822	0.00315042	0.00568422	0.00315745	0.00575236	0.00303291	0.00460654	0.00496308	0.00297656	0.00580776	0.00319262	
0.00568797	0.00315077	0.00568797	0.00315077	0.00568796	0.00315078	0.00568797	0.00315077	0.00568792	0.00315084	0.00568867	0.00314952	0.00567654	0.00317128	0.00581524	0.0029414	0.00397243	0.00510598	0.00290922	0.00591399	
0.00315077	0.00568797	0.00315077	0.00568797	0.00315077	0.00568797	0.00315077	0.00568797	0.00315076	0.00568782	0.00315101	0.00569035	0.00314671	0.00566095	0.00319544	0.00582975	0.00292192	0.00414445	0.00458247	0.00304265	
0.00568797	0.00315077	0.00568797	0.00315077	0.00568797	0.00315077	0.00568796	0.00315078	0.005688	0.00315072	0.00568742	0.0031516	0.00569391	0.00314183	0.00564822	0.00320484	0.00583617	0.00296423	0.00499268	0.00324431	
0.00315077	0.00568797	0.00315077	0.00568797	0.00315077	0.00568797	0.00315077	0.00568795	0.00315079	0.00568811	0.00315061	0.00568666	0.00315254	0.00569665	0.00313999	0.00565331	0.00318337	0.00580102	0.00308881	0.00563082	
0.00568797	0.00315077	0.00568796	0.00315078	0.00568797	0.00315077	0.00568795	0.00315079	0.00568798	0.0031508	0.00568818	0.00315041	0.00568618	0.00315287	0.00569531	0.00314413	0.00566945	0.003161	0.00571687	0.00315551	
0.00315077	0.00568797	0.00315078	0.00568797	0.00315076	0.00568794	0.00315083	0.00568808	0.00315063	0.00568768	0.00315092	0.00568871	0.00315039	0.00568684	0.00315219	0.00569152	0.00314881	0.00568198	0.00315203	0.00568717	
0.00568794	0.00315076	0.00568799	0.00315077	0.00568793	0.00315084	0.00568811	0.00315049	0.00568753	0.00315138	0.00568882	0.00315057	0.0056862	0.00315022	0.00568799	0.00315158	0.00568886	0.0031504	0.00568743	0.00314986	
0.00315083	0.00568785	0.00315073	0.00568799	0.00315082	0.00568809	0.00315046	0.0056874	0.00315214	0.00568909	0.00314825	0.00568214	0.00315289	0.00568234	0.00314899	0.00568788	0.00315163	0.00568787	0.00315068	0.00568844	
0.00568848	0.00315099	0.00568771	0.00315075	0.00568802	0.00315056	0.00568754	0.00315223	0.00568899	0.00314524	0.00568914	0.00316089	0.00574483	0.0031596	0.00569373	0.00314792	0.00568735	0.00315174	0.00568763	0.0031506	
0.00314978	0.00568955	0.00315115	0.00568791	0.00315079	0.00568751	0.00315155	0.00568933	0.00314496	0.00569681	0.00316724	0.00559404	0.00305669	0.00560169	0.0031525	0.00570713	0.00314757	0.00568872	0.00315151	0.00568731	
0.00567952	0.00314808	0.00568945	0.00315054	0.0056889	0.00315138	0.00568881	0.00314724	0.00568687	0.00316736	0.00544351	0.00326926	0.00425294	0.00329013	0.00539265	0.00315	0.00568934	0.003147	0.0056901	0.00315147	
0.00316658	0.00567253	0.0031502	0.00568303	0.00314866	0.00569124	0.00315024	0.00567855	0.00316776	0.00569424	0.00319747	0.00327169	0.00539599	0.00319	0.00336228	0.00568408	0.00317425	0.00567035	0.00314793	0.00569001	
0.00580836	0.00316955	0.00570771	0.00316287	0.00567065	0.00314673	0.0056893	0.00315764	0.0057733	0.00297085	0.00416737	0.00544444	0.00299478	0.00556496	0.0037617	0.00285908	0.00585055	0.00317053	0.00567955	0.00314993	
0.00293952	0.00568253	0.00308532	0.00579114	0.00317798	0.00566471	0.00314535	0.00568037	0.00315344	0.00552246	0.0039237	0.00286214	0.00588881	0.00304277	0.00475443	0.00498957	0.00307939	0.00570497	0.00315107	0.00568931	
0.00426919	0.00338979	0.00497866	0.00297539	0.00583559	0.00317693	0.00566708	0.00316062	0.00580891	0.00288212	0.00385185	0.0055821	0.00321055	0.0058922	0.00275506	0.00332701	0.00571633	0.0031657	0.00567868	0.00314942	
0.00524988	0.00281902	0.00450874	0.00447669	0.00298355	0.00579391	0.00315867	0.00566256	0.00316127	0.0055184	0.00404123	0.00290406	0.00574922	0.00317337	0.00545642	0.00433139	0.0029702	0.00575645	0.00315627	0.00568887	
0.00309906	0.00596613	0.00286157	0.00449395	0.00494182	0.00308669	0.00571554	0.0031713	0.00583605	0.00285773	0.00379643	0.00560797	0.00319166	0.00583039	0.00282063	0.00364156	0.00564787	0.00317087	0.00566889	0.00314514	
0.00563276	0.00324442	0.00596172	0.00297999	0.00338448	0.00552505	0.00314763	0.00570839	0.00310782	0.00529434	0.00408345	0.00287842	0.00585488	0.00312267	0.0052453	0.00418493	0.00290206	0.00582365	0.00316985	0.00567487	
B:
0.0770823	0.214176	0.0770823	0.214176	0.0770823	0.214176	0.0770824	0.214178	0.0770811	0.21416	0.0771029	0.214437	0.0767203	0.209603	0.0837867	0.130422	0.169307	0.0695022	0.220188	0.079808	
0.214176	0.0770823	0.214176	0.0770823	0.214177	0.0770823	0.214176	0.0770827	0.214181	0.0770774	0.214115	0.0771634	0.21521	0.0756552	0.195811	0.102472	0.0956527	0.202669	0.0740419	0.2188	
0.0770823	0.214176	0.0770823	0.214176	0.0770823	0.214177	0.0770822	0.214176	0.0770833	0.214188	0.0770669	0.21399	0.0773372	0.216465	0.074137	0.175276	0.119497	0.0922387	0.196023	0.0721531	
0.214176	0.0770823	0.214176	0.0770823	0.214176	0.0770823	0.214177	0.0770822	0.214174	0.0770854	0.214214	0.077031	0.213726	0.0776935	0.216862	0.0734811	0.168541	0.114678	0.105553	0.152014	
0.0770823	0.214176	0.0770823	0.214176	0.0770823	0.214176	0.0770824	0.214177	0.0770816	0.214168	0.0770935	0.214275	0.076953	0.213433	0.0780076	0.216912	0.0734852	0.18382	0.09288	0.147257	
